Battleground,Faction,Class,KB,D,HK,DD,HD,Win,Rol
Temple of Kotmogu,Horde,Rogue,3,0,24,34584,3903,1,dps
Temple of Kotmogu,Alliance,Warlock,2,4,5,26658,9228,0,dps
Temple of Kotmogu,Horde,Priest,4,0,24,66848,11947,1,dps
Temple of Kotmogu,Horde,Paladin,4,1,22,41288,12433,1,dps
Temple of Kotmogu,Horde,Shaman,1,1,24,4130,45949,1,heal
Temple of Kotmogu,Horde,Demon Hunter,3,0,24,37983,6561,1,dps
Temple of Kotmogu,Horde,Demon Hunter,1,1,20,7071,982,1,dps
Temple of Kotmogu,Alliance,Mage,2,1,5,25844,10866,0,dps
Temple of Kotmogu,Alliance,Monk,0,1,5,1083,54804,0,heal
Temple of Kotmogu,Alliance,Warrior,1,3,4,8361,2384,0,dps
Temple of Kotmogu,Alliance,Mage,0,2,4,24508,3615,0,dps
Temple of Kotmogu,Horde,Rogue,2,0,24,25481,2573,1,dps
Temple of Kotmogu,Alliance,Priest,0,2,3,26421,8200,0,dps
Temple of Kotmogu,Horde,Priest,0,0,24,20056,83621,1,heal
Temple of Kotmogu,Horde,Rogue,3,2,22,24897,1277,1,dps
Temple of Kotmogu,Alliance,Druid,0,2,5,573,42840,0,heal
Temple of Kotmogu,Horde,Mage,2,0,24,29245,7463,1,dps
Temple of Kotmogu,Alliance,Warrior,0,5,2,5518,580,0,dps
Arathi basin,Horde,Druid,6,1,59,46824,16355,1,dps
Arathi basin,Alliance,Demon Hunter,3,5,27,43288,14220,0,dps
Arathi basin,Alliance,Shaman,0,2,8,8459,378,0,dps
Arathi basin,Alliance,Druid,2,7,19,25793,5488,0,dps
Arathi basin,Horde,Paladin,5,1,61,55608,20981,1,dps
Arathi basin,Horde,Warlock,13,0,47,74042,30250,1,dps
Arathi basin,Alliance,Warlock,2,6,14,27485,16367,0,dps
Arathi basin,Alliance,Death Knight,2,5,19,41836,18778,0,dps
Arathi basin,Alliance,Hunter,0,1,2,13111,1383,0,dps
Arathi basin,Alliance,Shaman,2,7,24,32683,7964,0,dps
Arathi basin,Alliance,Druid,1,5,14,23175,4944,0,dps
Arathi basin,Horde,Rogue,9,3,65,52803,11361,1,dps
Arathi basin,Horde,Warrior,10,1,75,61062,11554,1,dps
Arathi basin,Horde,Shaman,0,1,54,13191,65371,1,heal
Arathi basin,Horde,Rogue,1,4,54,39354,13876,1,dps
Arathi basin,Horde,Mage,1,1,26,9126,4680,1,dps
Arathi basin,Alliance,Warrior,3,4,17,23676,9164,0,dps
Arathi basin,Horde,Monk,0,2,46,2167,79019,1,heal
Arathi basin,Horde,Paladin,6,3,54,72891,27209,1,dps
Arathi basin,Alliance,Hunter,2,4,15,37034,6838,0,dps
Arathi basin,Alliance,Warrior,4,7,18,37109,10036,0,dps
Arathi basin,Alliance,Warrior,4,7,15,64983,17184,0,dps
Arathi basin,Horde,Warrior,8,5,50,37346,5670,1,dps
Arathi basin,Horde,Death Knight,12,2,51,56280,27106,1,dps
Arathi basin,Alliance,Hunter,1,7,23,28445,7326,0,dps
Arathi basin,Alliance,Paladin,0,4,8,18278,5566,0,dps
Arathi basin,Horde,Rogue,5,1,52,45775,4281,1,dps
Arathi basin,Horde,Demon Hunter,6,3,61,46891,4973,1,dps
Arathi basin,Horde,Shaman,2,5,30,21703,8831,1,dps
Arathi basin,Alliance,Rogue,1,2,19,15163,4293,0,dps
Battle for Gilneas,Alliance,Hunter,1,3,8,13629,7924,0,dps
Battle for Gilneas,Alliance,Warrior,2,5,5,24220,3029,0,dps
Battle for Gilneas,Alliance,Paladin,2,1,8,16994,4059,0,dps
Battle for Gilneas,Alliance,Rogue,1,0,8,12914,2010,0,dps
Battle for Gilneas,Horde,Paladin,3,0,20,39467,9094,1,dps
Battle for Gilneas,Alliance,Warlock,3,0,10,13059,6025,0,dps
Battle for Gilneas,Horde,Warlock,4,2,22,46862,16846,1,dps
Battle for Gilneas,Horde,Shaman,0,1,25,9653,55333,1,heal
Battle for Gilneas,Alliance,Druid,0,2,10,7933,2356,0,dps
Battle for Gilneas,Alliance,Paladin,0,4,8,2590,40707,0,heal
Battle for Gilneas,Horde,Death Knight,2,3,14,23149,13827,1,dps
Battle for Gilneas,Alliance,Paladin,0,1,7,12731,8011,0,dps
Battle for Gilneas,Horde,Hunter,3,2,21,18287,1046,1,dps
Battle for Gilneas,Horde,Hunter,1,1,16,12181,3478,1,dps
Battle for Gilneas,Horde,Priest,1,0,19,13207,1957,1,dps
Battle for Gilneas,Horde,Mage,4,1,22,37402,4834,1,dps
Battle for Gilneas,Horde,Shaman,4,0,18,28005,3528,1,dps
Battle for Gilneas,Horde,Hunter,4,1,16,16484,1920,1,dps
Eye of the storm,Alliance,Warrior,0,5,27,25807,37010,1,dps
Eye of the storm,Alliance,Warlock,4,5,34,40809,20352,1,dps
Eye of the storm,Alliance,Monk,3,4,28,27297,19112,1,dps
Eye of the storm,Alliance,Mage,0,7,28,47394,3058,1,dps
Eye of the storm,Horde,Rogue,4,1,41,41636,9457,0,dps
Eye of the storm,Alliance,Druid,0,2,31,8216,118000,1,heal
Eye of the storm,Alliance,Paladin,0,4,20,3523,75378,1,heal
Eye of the storm,Alliance,Demon Hunter,5,1,27,21088,3541,1,dps
Eye of the storm,Horde,Hunter,2,5,28,58681,5371,0,dps
Eye of the storm,Horde,Warrior,5,4,40,66210,9229,0,dps
Eye of the storm,Alliance,Monk,7,0,36,63343,28769,1,dps
Eye of the storm,Horde,Shaman,1,4,34,14851,92428,0,heal
Eye of the storm,Horde,Hunter,3,1,43,40967,2553,0,dps
Eye of the storm,Alliance,Demon Hunter,7,2,34,84422,4654,1,dps
Eye of the storm,Alliance,Warrior,1,3,27,44713,4474,1,dps
Eye of the storm,Alliance,Monk,3,5,24,49373,19907,1,dps
Eye of the storm,Horde,Warrior,5,6,36,85790,7401,0,dps
Eye of the storm,Horde,Druid,0,3,36,44771,33110,0,dps
Eye of the storm,Horde,Shaman,2,4,35,32599,2259,0,dps
Eye of the storm,Horde,Mage,3,3,48,102000,6822,0,dps
Eye of the storm,Horde,Shaman,1,2,34,17472,69079,0,heal
Eye of the storm,Alliance,Warlock,2,3,31,96175,22865,1,dps
Eye of the storm,Horde,Mage,7,3,35,66191,9803,0,dps
Eye of the storm,Horde,Priest,7,4,41,57182,16989,0,dps
Eye of the storm,Horde,Rogue,3,3,28,46095,8750,0,dps
Eye of the storm,Alliance,Priest,0,5,30,7184,74104,1,heal
Eye of the storm,Horde,Monk,0,1,46,3546,123000,0,heal
Eye of the storm,Horde,Hunter,3,0,43,29871,3647,0,dps
Eye of the storm,Alliance,Demon Hunter,5,4,31,75277,12759,1,dps
Eye of the storm,Alliance,Hunter,3,2,25,17413,7756,1,dps
Eye of the storm,Horde,Shaman,6,3,39,44741,11022,1,dps
Eye of the storm,Alliance,Demon Hunter,2,3,6,70538,7862,0,dps
Eye of the storm,Alliance,Hunter,1,5,11,33393,0,0,dps
Eye of the storm,Alliance,Warrior,1,3,15,19310,95,0,dps
Eye of the storm,Horde,Hunter,3,1,44,64569,5492,1,dps
Eye of the storm,Alliance,Druid,0,0,13,2208,46159,0,heal
Eye of the storm,Alliance,Demon Hunter,3,2,13,52064,6226,0,dps
Eye of the storm,Alliance,Druid,0,4,14,12,113000,0,heal
Eye of the storm,Alliance,Warlock,2,3,12,37793,9550,0,dps
Eye of the storm,Alliance,Monk,0,9,5,22768,11613,0,dps
Eye of the storm,Horde,Rogue,3,1,41,37217,3241,1,dps
Eye of the storm,Alliance,Mage,1,5,13,47364,15434,0,dps
Eye of the storm,Alliance,Paladin,2,1,15,8218,79470,0,heal
Eye of the storm,Alliance,Druid,0,2,8,3344,0,0,dps
Eye of the storm,Horde,Shaman,2,0,37,9153,110000,1,heal
Eye of the storm,Alliance,Shaman,1,3,12,23407,12949,0,dps
Eye of the storm,Horde,Hunter,5,1,42,63971,3709,1,dps
Eye of the storm,Horde,Priest,4,0,44,25209,88107,1,heal
Eye of the storm,Horde,Druid,5,0,38,22077,4263,1,dps
Eye of the storm,Horde,Hunter,1,0,26,18026,1367,1,dps
Eye of the storm,Horde,Druid,1,1,36,46841,116435,1,heal
Eye of the storm,Horde,Shaman,4,2,43,62416,22082,1,dps
Eye of the storm,Horde,Paladin,0,0,32,11490,9930,1,dps
Eye of the storm,Alliance,Demon Hunter,0,5,4,21706,5333,0,dps
Eye of the storm,Horde,Hunter,2,4,37,29457,8113,1,dps
Eye of the storm,Horde,Priest,0,0,45,14165,72554,1,heal
Eye of the storm,Horde,Druid,4,1,33,42632,4421,1,dps
Eye of the storm,Alliance,Hunter,0,5,16,65765,10051,0,dps
Eye of the storm,Horde,Demon Hunter,4,2,35,56060,5464,1,dps
Silvershard mines,Alliance,Druid,10,0,52,72753,5814,1,dps
Silvershard mines,Alliance,Mage,6,0,51,61626,12396,1,dps
Silvershard mines,Horde,Druid,0,8,7,50999,2698,0,dps
Silvershard mines,Horde,Shaman,0,9,9,39803,16304,0,dps
Silvershard mines,Horde,Mage,3,3,11,52722,8052,0,dps
Silvershard mines,Horde,Hunter,3,2,13,36993,6917,0,dps
Silvershard mines,Alliance,Priest,5,1,47,65778,10115,1,dps
Silvershard mines,Alliance,Death Knight,3,3,47,68523,33472,1,dps
Silvershard mines,Horde,Druid,0,6,11,1210,44721,0,heal
Silvershard mines,Horde,Shaman,0,8,7,5301,53696,0,heal
Silvershard mines,Horde,Druid,0,4,11,48433,30973,0,dps
Silvershard mines,Alliance,Druid,0,2,48,0,83586,1,heal
Silvershard mines,Horde,Demon Hunter,3,8,6,51910,8760,0,dps
Silvershard mines,Horde,Paladin,2,4,13,34762,12522,0,dps
Silvershard mines,Horde,Mage,2,4,11,52423,14434,0,dps
Silvershard mines,Alliance,Paladin,7,0,48,34276,17892,1,dps
Silvershard mines,Alliance,Monk,0,2,49,48,112000,1,heal
Silvershard mines,Alliance,Warrior,11,1,50,53914,8231,1,dps
Silvershard mines,Alliance,Monk,7,1,46,68868,18695,1,dps
Silvershard mines,Alliance,Rogue,6,3,40,42804,1786,1,dps
Silvershard mines,Horde,Mage,0,5,20,48901,14294,1,dps
Silvershard mines,Horde,Warrior,6,6,20,67083,9600,1,dps
Silvershard mines,Alliance,Shaman,1,2,35,53763,6517,0,dps
Silvershard mines,Horde,Demon Hunter,3,2,20,55679,8492,1,dps
Silvershard mines,Horde,Monk,0,1,22,1482,173000,1,heal
Silvershard mines,Horde,Shaman,0,1,13,5195,30084,1,heal
Silvershard mines,Alliance,Hunter,1,5,28,86633,13275,0,dps
Silvershard mines,Alliance,Druid,7,3,34,87272,21339,0,dps
Silvershard mines,Alliance,Priest,0,3,34,24738,114000,0,heal
Silvershard mines,Alliance,Death Knight,4,1,32,67247,22326,0,dps
Silvershard mines,Horde,Monk,0,5,18,521,138000,1,heal
Silvershard mines,Horde,Paladin,4,7,20,61329,24079,1,dps
Silvershard mines,Alliance,Paladin,1,4,24,28042,6379,0,dps
Silvershard mines,Alliance,Priest,7,2,34,114000,24281,0,dps
Silvershard mines,Alliance,Paladin,4,0,36,60125,25773,0,dps
Silvershard mines,Horde,Rogue,1,1,11,53876,6076,1,dps
Silvershard mines,Horde,Mage,1,4,19,41051,9449,1,dps
Silvershard mines,Alliance,Priest,12,0,33,74962,9774,0,dps
Silvershard mines,Horde,Shaman,8,4,21,92886,18424,1,dps
Silvershard mines,Alliance,Shaman,0,3,26,16344,109000,0,heal
Twin peaks,Alliance,Rogue,1,1,15,33634,9288,0,dps
Twin peaks,Horde,Shaman,3,3,14,29939,2179,1,dps
Twin peaks,Alliance,Warlock,1,6,11,12371,12542,0,dps
Twin peaks,Horde,Demon Hunter,5,0,18,27661,3076,1,dps
Twin peaks,Alliance,Mage,2,2,9,29025,12012,0,dps
Twin peaks,Horde,Shaman,0,1,19,6196,57026,1,heal
Twin peaks,Alliance,Paladin,1,3,8,42415,10479,0,dps
Twin peaks,Alliance,Priest,0,0,8,4669,53687,0,heal
Twin peaks,Alliance,Warlock,1,2,9,17772,11938,0,dps
Twin peaks,Alliance,Warlock,1,3,7,10812,2314,0,dps
Twin peaks,Alliance,Priest,3,4,10,47901,15828,0,dps
Twin peaks,Horde,Warrior,2,1,17,32212,4479,1,dps
Twin peaks,Horde,Warrior,4,2,21,29256,5581,1,dps
Twin peaks,Alliance,Paladin,3,4,12,53936,12962,0,dps
Twin peaks,Horde,Warlock,2,3,11,19341,8754,1,dps
Twin peaks,Horde,Priest,4,2,16,33770,6774,1,dps
Twin peaks,Horde,Warlock,4,1,16,70233,18003,1,dps
Twin peaks,Horde,Demon Hunter,4,1,19,38725,6528,1,dps
Twin peaks,Alliance,Rogue,2,3,7,24556,6083,0,dps
Twin peaks,Horde,Priest,0,1,22,12802,93809,1,heal
Twin peaks,Alliance,Warlock,2,3,21,78637,31652,1,dps
Twin peaks,Horde,Shaman,6,3,42,58509,5291,0,dps
Twin peaks,Horde,Warlock,7,1,33,98288,46397,0,dps
Twin peaks,Horde,Druid,0,1,43,7963,118000,0,heal
Twin peaks,Alliance,Death Knight,1,4,13,16768,12760,1,dps
Twin peaks,Horde,Warrior,18,0,45,86247,11423,0,dps
Twin peaks,Horde,Shaman,1,5,33,11183,78644,0,heal
Twin peaks,Horde,Warrior,3,4,22,19488,13092,0,dps
Twin peaks,Horde,Mage,1,7,18,41750,3122,0,dps
Twin peaks,Alliance,Rogue,6,5,20,83211,14177,1,dps
Twin peaks,Alliance,Warrior,4,10,13,61479,12604,1,dps
Twin peaks,Horde,Demon Hunter,7,2,28,60787,15181,0,dps
Twin peaks,Alliance,Hunter,3,6,16,61370,7121,1,dps
Twin peaks,Alliance,Druid,0,6,12,1663,58244,1,heal
Twin peaks,Alliance,Priest,0,6,11,2747,57114,1,heal
Twin peaks,Alliance,Rogue,3,6,14,46336,8072,1,dps
Twin peaks,Horde,Hunter,7,1,39,88351,5483,0,dps
Twin peaks,Horde,Druid,5,3,44,59769,6680,0,dps
Twin peaks,Alliance,Priest,2,5,10,37080,25063,1,dps
Twin peaks,Alliance,Warrior,6,4,17,56107,17794,1,dps
Twin peaks,Horde,Mage,3,3,21,24718,6235,1,dps
Twin peaks,Horde,Demon Hunter,2,1,30,17887,2230,1,dps
Twin peaks,Alliance,Monk,1,3,16,18622,16727,0,dps
Twin peaks,Horde,Monk,0,2,21,684,28731,1,heal
Twin peaks,Horde,Shaman,0,1,31,9907,59273,1,heal
Twin peaks,Horde,Death Knight,6,2,28,31709,7046,1,dps
Twin peaks,Alliance,Demon Hunter,0,4,9,12380,873,0,dps
Twin peaks,Horde,Warrior,6,4,26,54586,5175,1,dps
Twin peaks,Alliance,Rogue,0,3,14,23328,4003,0,dps
Twin peaks,Alliance,Shaman,0,4,3,13488,0,0,dps
Twin peaks,Horde,Demon Hunter,3,2,29,22816,2599,1,dps
Twin peaks,Alliance,Hunter,1,6,15,40247,10384,0,dps
Twin peaks,Alliance,Death Knight,5,2,10,33673,20513,0,dps
Twin peaks,Alliance,Druid,0,3,8,51,36780,0,heal
Twin peaks,Alliance,Monk,3,4,13,27462,16376,0,dps
Twin peaks,Horde,Monk,3,0,28,42135,12250,1,dps
Twin peaks,Alliance,Mage,3,4,12,25968,3387,0,dps
Twin peaks,Horde,Rogue,7,0,32,52279,4973,1,dps
Twin peaks,Horde,Priest,7,1,34,58823,16290,1,dps
Twin peaks,Alliance,Warlock,3,3,14,35167,23944,0,dps
Twin peaks,Horde,Mage,4,4,22,30152,3995,0,dps
Twin peaks,Alliance,Paladin,7,4,23,45938,16191,1,dps
Twin peaks,Alliance,Warrior,1,6,16,28822,0,1,dps
Twin peaks,Horde,Rogue,1,3,14,31461,3521,0,dps
Twin peaks,Horde,Demon Hunter,7,3,25,50706,5248,0,dps
Twin peaks,Alliance,Hunter,1,4,22,16091,6837,1,dps
Twin peaks,Horde,Druid,2,3,20,36005,4733,0,dps
Twin peaks,Alliance,Mage,3,4,30,32858,2058,1,dps
Twin peaks,Alliance,Paladin,8,5,27,45134,12837,1,dps
Twin peaks,Alliance,Death Knight,1,0,26,55732,23685,1,dps
Twin peaks,Horde,Shaman,1,2,30,15862,89427,0,heal
Twin peaks,Alliance,Priest,2,1,27,6066,55883,1,heal
Twin peaks,Alliance,Warrior,5,3,30,75330,26564,1,dps
Twin peaks,Horde,Shaman,1,7,12,23979,18794,0,dps
Twin peaks,Alliance,Druid,2,0,31,14984,73617,1,heal
Twin peaks,Horde,Warlock,5,3,25,34091,17165,0,dps
Twin peaks,Alliance,Mage,5,6,19,60797,9788,1,dps
Twin peaks,Horde,Hunter,4,4,24,32469,9885,0,dps
Twin peaks,Horde,Paladin,0,5,15,95502,31823,0,dps
Twin peaks,Horde,Paladin,8,1,28,46024,22912,0,dps
Battle for Gilneas,Horde,Shaman,0,2,14,2579,65173,1,heal
Battle for Gilneas,Horde,Monk,1,2,17,154,59401,1,heal
Battle for Gilneas,Alliance,Warlock,3,6,8,103000,35838,0,dps
Battle for Gilneas,Horde,Paladin,4,1,15,40138,23324,1,dps
Battle for Gilneas,Alliance,Death Knight,1,3,7,17164,18384,0,dps
Battle for Gilneas,Alliance,Druid,4,3,12,49808,14442,0,dps
Battle for Gilneas,Alliance,Rogue,1,3,10,20978,12313,0,dps
Battle for Gilneas,Horde,Paladin,5,0,19,34984,12045,1,dps
Battle for Gilneas,Horde,Demon Hunter,5,4,11,55357,10174,1,dps
Battle for Gilneas,Horde,Paladin,2,1,19,33555,9599,1,dps
Battle for Gilneas,Horde,Warlock,1,4,4,18378,8630,1,dps
Battle for Gilneas,Horde,Hunter,2,0,19,34062,6011,1,dps
Battle for Gilneas,Horde,Mage,5,1,19,44478,5243,1,dps
Battle for Gilneas,Horde,Druid,1,0,2,9029,4538,1,dps
Battle for Gilneas,Alliance,Rogue,1,3,7,13179,1791,0,dps
Battle for Gilneas,Alliance,Hunter,0,1,7,21442,5437,0,dps
Battle for Gilneas,Alliance,Demon Hunter,0,3,6,30948,13084,0,dps
Battle for Gilneas,Horde,Warrior,0,0,18,8708,700,1,dps
Battle for Gilneas,Horde,Rogue,1,0,1,1543,0,1,dps
Battle for Gilneas,Horde,Mage,3,0,24,38154,4869,1,dps
Battle for Gilneas,Horde,Death Knight,3,2,25,60011,13190,1,dps
Battle for Gilneas,Alliance,Death Knight,2,1,7,22166,7439,0,dps
Battle for Gilneas,Horde,Shaman,0,2,25,6454,90365,1,heal
Battle for Gilneas,Horde,Mage,1,0,25,26806,7064,1,dps
Battle for Gilneas,Horde,Warrior,7,0,24,28819,7315,1,dps
Battle for Gilneas,Horde,Warlock,6,2,24,68216,17551,1,dps
Battle for Gilneas,Alliance,Death Knight,0,2,5,12355,7194,0,dps
Battle for Gilneas,Alliance,Warrior,2,6,5,21008,11092,0,dps
Battle for Gilneas,Alliance,Warlock,1,4,7,45357,17826,0,dps
Battle for Gilneas,Alliance,Paladin,2,5,7,19143,13923,0,dps
Battle for Gilneas,Horde,Hunter,3,1,24,33482,6872,1,dps
Battle for Gilneas,Alliance,Druid,0,3,7,0,69910,0,heal
Battle for Gilneas,Horde,Warlock,2,0,25,16745,4845,1,dps
Arathi basin,Horde,Rogue,4,0,46,27239,1068,1,dps
Arathi basin,Horde,Rogue,5,3,40,34711,4836,1,dps
Arathi basin,Alliance,Druid,1,7,8,37473,6613,0,dps
Arathi basin,Horde,Demon Hunter,1,0,40,53847,54700,1,dps
Arathi basin,Alliance,Priest,6,3,8,50761,17496,0,dps
Arathi basin,Horde,Hunter,5,2,41,47827,8017,1,dps
Arathi basin,Alliance,Mage,1,2,5,20397,4430,0,dps
Arathi basin,Horde,Shaman,8,2,30,52754,2307,1,dps
Arathi basin,Horde,Mage,6,0,37,55584,16291,1,dps
Arathi basin,Horde,Shaman,0,0,39,9206,56252,1,heal
Arathi basin,Alliance,Priest,2,4,14,55752,16909,0,dps
Arathi basin,Horde,Rogue,1,0,3,6170,117,1,dps
Arathi basin,Alliance,Death Knight,1,5,12,89171,30882,0,dps
Arathi basin,Alliance,Warlock,0,7,9,14427,1634,0,dps
Arathi basin,Alliance,Warrior,0,2,5,11550,628,0,dps
Arathi basin,Alliance,Monk,2,3,5,38716,30693,0,dps
Arathi basin,Horde,Mage,2,1,39,27270,6213,1,dps
Arathi basin,Horde,Monk,4,0,19,20296,11997,1,dps
Arathi basin,Alliance,Mage,0,6,1,10966,1657,0,dps
Arathi basin,Alliance,Shaman,0,5,12,1939,50584,0,heal
Arathi basin,Horde,Priest,1,0,36,21095,66086,1,heal
Arathi basin,Horde,Rogue,4,3,26,17277,2267,1,dps
Arathi basin,Horde,Priest,0,1,40,20178,96774,1,heal
Arathi basin,Horde,Warrior,8,3,33,71695,18676,1,dps
Arathi basin,Horde,Druid,3,3,30,56667,15319,1,dps
Arathi basin,Alliance,Hunter,0,0,6,13533,662,0,dps
Arathi basin,Alliance,Warlock,2,6,12,37450,21536,0,dps
Arathi basin,Alliance,Hunter,0,2,18,30433,2460,0,dps
Arathi basin,Horde,Hunter,1,0,43,13557,83,1,dps
Arathi basin,Alliance,Mage,5,5,33,61371,7492,0,dps
Arathi basin,Horde,Death Knight,6,7,25,86053,32145,1,dps
Arathi basin,Alliance,Death Knight,6,3,33,81815,18054,0,dps
Arathi basin,Alliance,Shaman,0,2,31,376,74502,0,heal
Arathi basin,Horde,Rogue,1,4,5,32901,4406,1,dps
Arathi basin,Alliance,Mage,5,5,32,59780,6497,0,dps
Arathi basin,Horde,Shaman,5,4,39,81232,4843,1,dps
Arathi basin,Horde,Mage,6,4,40,85971,7710,1,dps
Arathi basin,Alliance,Warrior,0,1,22,14625,151,0,dps
Arathi basin,Horde,Shaman,13,1,46,152000,19158,1,dps
Arathi basin,Horde,Shaman,0,5,21,18065,134000,1,heal
Arathi basin,Alliance,Druid,5,8,31,72873,26771,0,dps
Arathi basin,Alliance,Druid,0,2,30,14989,142000,0,heal
Arathi basin,Horde,Paladin,2,4,44,47024,34247,1,dps
Arathi basin,Horde,Shaman,0,1,42,5041,39188,1,heal
Arathi basin,Alliance,Paladin,4,8,25,63910,12486,0,dps
Arathi basin,Horde,Priest,0,3,37,11169,121000,1,heal
Arathi basin,Alliance,Druid,2,3,21,18304,94497,0,heal
Arathi basin,Alliance,Mage,2,3,23,68646,955,0,dps
Arathi basin,Horde,Rogue,4,3,29,57225,2269,1,dps
Arathi basin,Alliance,Rogue,5,5,24,68246,5319,0,dps
Arathi basin,Alliance,Mage,12,0,28,72836,4575,0,dps
Arathi basin,Alliance,Priest,0,2,39,21738,178000,0,heal
Arathi basin,Horde,Warlock,4,3,28,65517,34603,1,dps
Arathi basin,Horde,Druid,11,5,42,105000,7269,1,dps
Arathi basin,Horde,Warlock,1,5,25,44523,33383,1,dps
Arathi basin,Alliance,Paladin,2,3,33,62039,26159,0,dps
Arathi basin,Horde,Rogue,1,1,13,45638,8349,1,dps
Silvershard mines,Alliance,Warrior,9,6,31,64878,12036,1,dps
Silvershard mines,Alliance,Hunter,1,5,31,46972,10527,1,dps
Silvershard mines,Alliance,Druid,4,7,28,45914,15405,1,dps
Silvershard mines,Alliance,Paladin,2,6,29,44282,21805,1,dps
Silvershard mines,Horde,Priest,12,2,55,69768,25886,0,dps
Silvershard mines,Alliance,Druid,0,5,30,40268,12248,1,dps
Silvershard mines,Horde,Shaman,1,4,51,11681,120000,0,heal
Silvershard mines,Alliance,Warrior,11,7,31,47626,10030,1,dps
Silvershard mines,Horde,Warlock,11,3,54,54964,21751,0,dps
Silvershard mines,Horde,Warlock,14,2,56,54636,21335,0,dps
Silvershard mines,Alliance,Rogue,4,6,35,59232,16592,1,dps
Silvershard mines,Alliance,Paladin,1,9,35,75366,18664,1,dps
Silvershard mines,Horde,Mage,2,5,45,41122,15635,0,dps
Silvershard mines,Alliance,Hunter,3,1,35,33914,8201,1,dps
Silvershard mines,Horde,Mage,1,5,47,23531,21890,0,dps
Silvershard mines,Horde,Warlock,2,3,33,12778,13420,0,dps
Silvershard mines,Horde,Paladin,6,2,49,76370,24944,0,dps
Silvershard mines,Horde,Mage,2,7,45,46803,8438,0,dps
Silvershard mines,Alliance,Warrior,4,6,34,28233,4772,1,dps
Silvershard mines,Horde,Shaman,6,5,52,55160,11923,0,dps
Silvershard mines,Alliance,Priest,0,2,19,5360,57970,0,heal
Silvershard mines,Alliance,Shaman,4,2,19,67727,5071,0,dps
Silvershard mines,Horde,Mage,3,4,13,56374,11710,1,dps
Silvershard mines,Alliance,Mage,1,2,20,40253,13253,0,dps
Silvershard mines,Horde,Demon Hunter,0,2,18,41053,29495,1,dps
Silvershard mines,Alliance,Warlock,6,1,19,76237,34200,0,dps
Silvershard mines,Horde,Warrior,3,2,17,26617,680,1,dps
Silvershard mines,Alliance,Warrior,1,1,4,11503,1244,0,dps
Silvershard mines,Horde,Warlock,1,1,19,40794,9038,1,dps
Silvershard mines,Horde,Priest,0,1,17,7283,98892,1,heal
Silvershard mines,Horde,Warrior,3,3,12,22933,2225,1,dps
Silvershard mines,Alliance,Priest,5,2,21,80772,11237,0,dps
Silvershard mines,Horde,Shaman,0,2,18,10988,84513,1,heal
Silvershard mines,Alliance,Priest,0,2,20,27621,123000,0,heal
Silvershard mines,Alliance,Paladin,0,2,21,14924,9505,0,dps
Silvershard mines,Alliance,Warlock,0,1,3,2819,1668,0,dps
Silvershard mines,Alliance,Druid,4,4,18,43314,14914,0,dps
Silvershard mines,Horde,Warrior,5,0,19,26456,7376,1,dps
Silvershard mines,Horde,Hunter,1,2,19,83616,2853,1,dps
Silvershard mines,Horde,Warrior,3,5,14,40242,6804,1,dps
Temple of Kotmogu,Horde,Druid,2,8,18,46023,3560,0,dps
Temple of Kotmogu,Alliance,Mage,3,2,54,50139,11408,1,dps
Temple of Kotmogu,Alliance,Monk,2,4,49,19682,63722,1,heal
Temple of Kotmogu,Horde,Shaman,0,5,18,8155,52525,0,heal
Temple of Kotmogu,Alliance,Mage,5,5,44,31525,14035,1,dps
Temple of Kotmogu,Alliance,Hunter,8,1,60,74246,5960,1,dps
Temple of Kotmogu,Horde,Mage,1,5,17,64917,19161,0,dps
Temple of Kotmogu,Alliance,Rogue,2,5,48,30889,7506,1,dps
Temple of Kotmogu,Alliance,Paladin,3,1,59,67543,20838,1,dps
Temple of Kotmogu,Horde,Death Knight,2,6,18,79421,31183,0,dps
Temple of Kotmogu,Horde,Warrior,6,7,13,45738,3546,0,dps
Temple of Kotmogu,Alliance,Priest,0,1,59,1637,195000,1,heal
Temple of Kotmogu,Horde,Demon Hunter,0,7,14,44186,10973,0,dps
Temple of Kotmogu,Horde,Mage,3,7,16,66487,9653,0,dps
Temple of Kotmogu,Alliance,Hunter,4,2,56,62711,3727,1,dps
Temple of Kotmogu,Alliance,Warlock,9,0,62,87828,27487,1,dps
Temple of Kotmogu,Alliance,Paladin,23,0,62,101000,12423,1,dps
Temple of Kotmogu,Horde,Death Knight,2,4,17,25122,18828,0,dps
Temple of Kotmogu,Horde,Paladin,0,6,17,10283,46352,0,heal
Temple of Kotmogu,Horde,Warlock,5,7,15,48000,16814,0,dps
Temple of Kotmogu,Alliance,Demon Hunter,3,2,47,70484,10373,1,dps
Temple of Kotmogu,Horde,Rogue,7,4,26,47437,4763,0,dps
Temple of Kotmogu,Alliance,Druid,0,2,47,1014,128000,1,heal
Temple of Kotmogu,Alliance,Paladin,5,4,42,46811,24846,1,dps
Temple of Kotmogu,Alliance,Warlock,9,3,49,81937,15134,1,dps
Temple of Kotmogu,Alliance,Mage,4,4,45,33576,12256,1,dps
Temple of Kotmogu,Alliance,Mage,6,2,49,76287,6535,1,dps
Temple of Kotmogu,Horde,Mage,3,4,24,71009,3386,0,dps
Temple of Kotmogu,Horde,Shaman,1,5,22,11168,86090,0,heal
